https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_195_m_15_et._4805673402?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFRGxaSmVPYmRmSFZIYmJvIjt9DJ7Zzj8AAAA,,,,3 м,1929,нет,,,,студия,,,,19.5 м²,,,открытая во дворе,1,косметический,совмещенный,свободная,,,кирпичный,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_174_m_116_et._7325727825?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtTm1xVHM4Ym0wbWJhVWttIjt97JI4Kz8AAAA,,,,3.1 м,1988,нет,спортивная площадка,,8.1 м²,студия,,,,17.4 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,1 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_20_m_19_et._4774253006?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJpSXNBUjdPRHd2d3JNeDgwIjt9tiwkoT8AAAA,,мусоропровод,,,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,20 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_222_m_524_et._4554857318?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOTGtvSUdGVnZxMUtSNmJWIjt9qBalJD8AAAA,,,возможна ипотека,2.7 м,,,,,9.1 м²,студия,Корпуса 5-9 (2 этап),,ЖК «Лучи»,22.2 м²,,без отделки,,,,совмещенный,,Сдача в 2 кв. 2027,,монолитный,ДДУ по ФЗ 214,5 из 24,24
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_138_m_33_et._7300161314?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIRUdOcGI3cXFnUWFtVm9lIjt9ZdDAwD8AAAA,,,,2.7 м,1988,нет,детская площадка,,7.1 м²,студия,,,,13.8 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_115_m_19_et._7322603851?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJTeWpBMVE4UDQ0MHhaZG94Ijt90h0Y_z8AAAA,,,,,,,,,,студия,,,,11.5 м²,,,,,евро,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_249_m_3358_et._3403159541?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVdlYxQ2NQUXVoMmF2M2c3Ijt9fKZ93z8AAAA,,,возможна ипотека,3 м,,,,,11.9 м²,студия,Корпус 1,,ЖК «Обручева 30»,24.9 м²,,чистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,33 из 58,58
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_14_m_19_et._7278175593?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6N0dHeTdPWFN0RmNxbzJ0Ijt95ykAEz8AAAA,,мусоропровод,возможна ипотека,2.7 м,1974,нет,"детская площадка, спортивная площадка",,,студия,,,,14 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_276_m_2035_et._3438801102?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjMWNvY05wWEdHTUs2Tk1SIjt9ICcNKD8AAAA,,,возможна ипотека,2.7 м,,,,гардеробная,10.8 м²,студия,"Корпус 1-3 (этап 1, уч. 1.7)",,Жилой остров «Nagatino i-Land»,27.6 м²,,предчистовая,,,,совмещенный,переуступка,Сдача в 2 кв. 2027,,монолитный,ДДУ по ФЗ 214,20 из 35,35
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_116_m_15_et._7325058388?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRRmMzamdwT3ZmU3hRT29zIjt9dVl7Qz8AAAA,,мусоропровод,,3 м,1930,нет,"закрытая территория, детская площадка",,9 м²,студия,,,,11.6 м²,на солнечную сторону,,за шлагбаумом во дворе,нет,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 5,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_214_m_47_et._7324031948?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHNEpJNjBMbE1kZVBsMHhpIjt90wP9uD8AAAA,балкон,,,,,,"детская площадка, спортивная площадка",,13 м²,студия,Дом 1,,Квартал «Метроном»,21.4 м²,,предчистовая,подземная,,,совмещенный,,Сдача в 3 кв. 2026,,монолитно-кирпичный,ДДУ по ФЗ 214,4 из 7,7
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_220_et._7261024238?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVYTduMmdycVRpY1IzZDRzIjt9aEreZT8AAAA,,,,2.7 м,2023,1,"детская площадка, спортивная площадка",,,студия,,,,18 м²,,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_257_m_1158_et._3371172381?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ2QlBZbTV3bUFOeTMyNlRJIjt9j6cJtj8AAAA,,,возможна ипотека,3 м,,,,,13.7 м²,студия,Корпус 1,,ЖК «Обручева 30»,25.7 м²,,чистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,11 из 58,58
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_146_m_55_et._7300372165?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhS05vZnVXdllZa1BqcFNZIjt9WaYklD8AAAA,,,,3 м,1927,нет,детская площадка,,7.1 м²,студия,,,,14.6 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_22_m_111_et._7246043442?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJiTXlUU29KUEM0Yno2U1BXIjt9BEZIqj8AAAA,,"мусоропровод, газ",,,1957,нет,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,22 м²,,,"открытая во дворе, за шлагбаумом во дворе",2,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 11,
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_232_m_113_et._7290111415?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVcmUzR3UxdG16SnlkVkJOIjt99HrDGj8AAAA,,,,3.1 м,2005,нет,,,21 м²,студия,,,,23.2 м²,во двор,,,1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 13,13
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_22_m_15_et._7246511468?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJocmpFaGhqZnFZMTVibUpxIjt9bwEpyD8AAAA,,газ,,3 м,1951,1,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,22 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 5,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_115_m_16_et._7254163904?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHY0x1YTlFRjVxVWJ5azRHIjt9JWJQED8AAAA,,,,3 м,1929,нет,детская площадка,,,студия,,,,11.5 м²,во двор,,открытая во дворе,нет,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 6,6
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_188_m_1364_et._7351572042?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDb0NVcWRpV0lVTzBkVHJJIjt9F-S8Bj8AAAA,,,,2.7 м,,1,"закрытая территория, детская площадка, спортивная площадка",,6.2 м²,студия,"Корпус 2, 1 этап",,ЖК «Level Звенигородская»,18.8 м²,во двор,без отделки,,3,,совмещенный,договор долевого участия,Сдача в 1 кв. 2028,,монолитный,ДДУ по ФЗ 214,13 из 64,64
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_181_m_16_et._7237339328?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ1V2Npc3RWUVJzZXk4dzllIjt9jjCY_T8AAAA,,,,3 м,1959,нет,,,,студия,,,,18.1 м²,,,,1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 6,6
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_215_m_19_et._7325892701?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHMnBJZFlsdU84eHhoYmw0Ijt9yhpSDj8AAAA,,"мусоропровод, газ",,2.7 м,1960,нет,"детская площадка, спортивная площадка",,,студия,,,,21.5 м²,"на улицу, на солнечную сторону",,"открытая во дворе, за шлагбаумом во дворе",1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_106_m_19_et._7314726978?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJRRmMzamdwT3ZmU3hRT29zIjt9dVl7Qz8AAAA,,,,2.6 м,1959,нет,закрытая территория,,8 м²,студия,,,,10.6 м²,во двор,,за шлагбаумом во дворе,1,евро,совмещенный,свободная,,,кирпичный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_26_m_220_et._7325400144?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxSWwxcDVqM21idkQ2SndiIjt9Pf1r7T8AAAA,лоджия,,,2.7 м,2023,1,"детская площадка, спортивная площадка",,,студия,,,,26 м²,во двор,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_14_m_19_et._7322965918?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzV283WHBzQ1VJQlhxY3pmIjt9fYb83T8AAAA,,мусоропровод,,2.6 м,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,14 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_307_m_316_et._7294021174?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJocmpFaGhqZnFZMTVibUpxIjt9bwEpyD8AAAA,,,,3 м,1988,нет,спортивная площадка,,8.1 м²,студия,,,,30.7 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_213_m_116_et._7325202750?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHY0x1YTlFRjVxVWJ5azRHIjt9JWJQED8AAAA,балкон,,,2.8 м,1988,нет,детская площадка,,7.1 м²,студия,,,,21.3 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,1 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_239_m_958_et._3371131581?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI2REpTZWp3Qk5vNE1WczZqIjt9QdB5JD8AAAA,,,возможна ипотека,3 м,,,,,13 м²,студия,Корпус 1,,ЖК «Обручева 30»,23.9 м²,,чистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,9 из 58,58
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_263_m_2225_et._4699927807?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6N0dHeTdPWFN0RmNxbzJ0Ijt95ykAEz8AAAA,,,возможна ипотека,2.9 м,,1,"закрытая территория, детская площадка, спортивная площадка",,15.5 м²,студия,Корпус 4 (Этап 1),,ЖК «Portland»,26.3 м²,,предчистовая,подземная,2,,совмещенный,договор долевого участия,Сдача в 4 кв. 2025,,монолитно-кирпичный,ДДУ по ФЗ 214,22 из 25,25
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_11_m_112_et._7354701876?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwUGRqZUlzYjdyYk14Zk1RIjt9NRwBhT8AAAA,,,,3300000 м,1981,1,детская площадка,,,студия,,,,11 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_275_m_410_et._3969655636?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDanJHYjlMSVRzclZxTFV6Ijt9G5XEFj8AAAA,,,,,,,,,14.7 м²,студия,,,Апарт-отель ORO,27.5 м²,на улицу,предчистовая,,,,совмещенный,,Сдача в 3 кв. 2025,,монолитно-кирпичный,ДДУ по ФЗ 214,4 из 10,10
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_189_m_316_et._7325045262?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDanJHYjlMSVRzclZxTFV6Ijt9G5XEFj8AAAA,балкон,,,3 м,1988,нет,детская площадка,,8.5 м²,студия,,,,18.9 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_275_m_2131_et._4762822869?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6N0dHeTdPWFN0RmNxbzJ0Ijt95ykAEz8AAAA,,,,2.8 м,,,"детская площадка, спортивная площадка",,13.4 м²,студия,Корпус 1,,Родина Переделкино,27.5 м²,на улицу,без отделки,подземная,,,,,Сдача в 4 кв. 2027,,монолитно-кирпичный,ДДУ по ФЗ 214,21 из 31,31
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_145_m_111_et._7323022386?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1akpHNDRXb09uRTZSNVcxIjt9_kv-sj8AAAA,,газ,,,1952,нет,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,14.5 м²,,,за шлагбаумом во дворе,2,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 11,11
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_263_m_723_et._7330992310?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFNG5HN1V0R29ZNWdpSnV5Ijt9BiuT2j8AAAA,балкон,,,2.9 м,,1,"закрытая территория, детская площадка",,15 м²,студия,Корпус 2,,Апарт-комплекс Аквилон Signal (Аквилон Сигнал),26.3 м²,во двор,предчистовая,"подземная, открытая во дворе",2,,,договор долевого участия,Сдача в 4 кв. 2026,,монолитный,ДДУ по ФЗ 214,7 из 23,23
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_101_m_33_et._7300593086?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6ZkdvVjJDZzczbzZlM3M2Ijt9i3UVuz8AAAA,,,,2.9 м,1988,нет,спортивная площадка,,7.7 м²,студия,,,,10.1 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_141_m_111_et._7333284156?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJFRGxaSmVPYmRmSFZIYmJvIjt9DJ7Zzj8AAAA,,мусоропровод,,,1957,нет,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,14.1 м²,во двор,,,2,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 11,11
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_231_m_1228_et._7328362808?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDb0NVcWRpV0lVTzBkVHJJIjt9F-S8Bj8AAAA,,,,,2022,1,,,,студия,,,,23.1 м²,на улицу,,подземная,1,евро,совмещенный,свободная,,,монолитный,,12 из 28,28
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_115_m_19_et._4535074130?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwUGRqZUlzYjdyYk14Zk1RIjt9NRwBhT8AAAA,,мусоропровод,,2.6 м,1971,1,"детская площадка, спортивная площадка",,,студия,,,,11.5 м²,,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_111_m_112_et._7310315568?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJNcDlXRGszUFRyeVRINUVPIjt97R9qST8AAAA,,"консьерж, мусоропровод, газ",,2.7 м,1974,1,детская площадка,,,студия,,,,11.1 м²,на солнечную сторону,,за шлагбаумом во дворе,1,требует ремонта,раздельный,свободная,,,панельный,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_214_et._7342150119?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJZVjlyVXpOczM5SGxWN2xIIjt9dde3Qj8AAAA,,мусоропровод,возможна ипотека,2.7 м,1989,нет,"детская площадка, спортивная площадка",,,студия,,,,18 м²,во двор,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,2 из 14,14
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_116_m_19_et._7293902114?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJLSnVub3E3Y1M3dW5qMHJGIjt96HQm1T8AAAA,,"мусоропровод, газ",,2.6 м,1967,нет,"детская площадка, спортивная площадка",,,студия,,,,11.6 м²,"во двор, на солнечную сторону",,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_116_m_33_et._7300662422?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJYMVpNMjFzdXJwRHpyeENZIjt9-hmq8z8AAAA,,,,2.7 м,1988,нет,детская площадка,,8.1 м²,студия,,,,11.6 м²,во двор,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,3 из 3,3
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_229_m_524_et._4555049740?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJHY0x1YTlFRjVxVWJ5azRHIjt9JWJQED8AAAA,,,возможна ипотека,2.7 м,,,,,9.1 м²,студия,Корпуса 5-9 (2 этап),,ЖК «Лучи»,22.9 м²,,без отделки,,,,совмещенный,,Сдача в 2 кв. 2027,,монолитный,ДДУ по ФЗ 214,5 из 24,24
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_15_m_15_et._7322029129?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaSTJpeG5Hd2hpc2FUVW1PIjt9YF_zGD8AAAA,,,,2.8 м,,,,,,студия,,,,15 м²,,,,,требует ремонта,совмещенный,свободная,,,кирпичный,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_179_m_15_et._7255772035?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqSlVZTFZjUDdmNVZGblVnIjt9B3AA9j8AAAA,,,,3 м,1928,1,детская площадка,,16 м²,студия,,,,17.9 м²,во двор,,"открытая во дворе, за шлагбаумом во дворе",1,косметический,совмещенный,свободная,,,кирпичный,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_291_m_2525_et._3937928867?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDanJHYjlMSVRzclZxTFV6Ijt9G5XEFj8AAAA,балкон,,,,,,,,15.9 м²,студия,Корпус 1,,ЖК «1-й Измайловский»,29.1 м²,на улицу,чистовая,,,,совмещенный,,Сдача в 4 кв. 2026,,монолитно-кирпичный,ДДУ по ФЗ 214,25 из 25,25
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_195_m_15_et._4805673402?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtTm1xVHM4Ym0wbWJhVWttIjt97JI4Kz8AAAA,,,,3 м,1929,нет,,,,студия,,,,19.5 м²,,,открытая во дворе,1,косметический,совмещенный,свободная,,,кирпичный,,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_11_m_111_et._7293282359?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJtOTByQUluVFVBTE41OWlkIjt9Y5h1MT8AAAA,,газ,,2.7 м,1952,нет,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,11 м²,на улицу,,за шлагбаумом во дворе,2,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 11,11
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_133_m_112_et._7310647446?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhS05vZnVXdllZa1BqcFNZIjt9WaYklD8AAAA,,мусоропровод,,2.7 м,1979,1,"детская площадка, спортивная площадка",,,студия,,,,13.3 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
